,id,sponsor,event,venue,place,date,location,page_count,dish_count
9781,27253,The Mayflower: Coffee Shop and Coffee Deck,luncheon,"RESTAURANT,LUNCH ROOM,COFFEE SHOP",The Mayflower: Coffee Shop and Coffee Deck,3/20/1963,The Mayflower: Coffee Shop And Coffee Deck,3,56
9782,27254,Candlelight Restaurant,dinner,RESTAURANT,Candlelight Restaurant; 114 Henry Street,7/6/1959,Candlelight Restaurant,2,166
9783,27255,The New Yorker,dinner,"HOTEL,RESTAURANT",Terrace Restaurant,11/27/1930,The New Yorker,2,26
9784,27256,Algonquin Hotel,lunch,"HOTEL,RESTAURANT",Algonquin Hotel,2/4/1964,Algonquin Hotel,2,211
9785,27257,Park Lane,brunch,RESTAURANT,Park Lane; 299 Park Avenue,10/18/1959,Park Lane,3,47
9786,27258,The Gate of Cleve,dinner,"HOTEL,RESTAURANT",The Gate of Cleve; Sheraton-Atlantic Hotel,1/1/1963,The Gate Of Cleve,3,147
9787,27259,The Gate of Cleve,luncheon,"HOTEL,RESTAURANT",The Gate of Cleve; Sheraton-Atlantic Hotel,1/26/1963,The Gate Of Cleve,3,127
9788,27260,The Warwick Hotel,lunch,"HOTEL,RESTAURANT",The Warwick Hotel,5/12/1959,The Warwick Hotel,3,220
9790,27262,Oak Room,dinner,"HOTEL,RESTAURANT",Oak Room; The Plaza,11/16/1959,"The Plaza, Oak Room",4,154
9792,27264,Park Lane,brunch,RESTAURANT,Park Lane; 299 Park Avenue,4/24/1960,Park Lane,3,47
9793,27265,Park Lane,brunch,RESTAURANT,Park Lane,3/22/1959,Park Lane,4,50
9794,27266,Gramercy Park hotel,dinner,"HOTEL,RESTAURANT",Gramercy Park Hotel,3/13/1981,Gramercy Park Hotel,2,58
9798,27270,Hotel Gramercy Park,dinner,"HOTEL,RESTAURANT",Hotel Gramercy Park; 52 Gramercy Park North,8/28/1980,Hotel Gramercy Park,1,72
9799,27271,Hotel Gramercy Park,dinner,"HOTEL,RESTAURANT",Hotel Gramercy Park; 52 Gramercy Park North,8/28/1980,Hotel Gramercy Park,1,55
9800,27272,Gramercy Park Hotel,dinner,RESTAURANT,Gramercy Park Hotel,8/28/1980,Gramercy Park Hotel,1,66
9801,27273,Gramercy Park Hotel,breakfast,"HOTEL,RESTAURANT",Gramercy Park Hotel,8/28/1980,Gramercy Park Hotel,1,58
9802,27274,Gramercy Park Hotel,dinner,"HOTEL,RESTAURANT",Gramercy Park Hotel,8/28/1980,Gramercy Park Hotel,1,60
9803,27278,Algonquin Hotel,dinner,HOTEL,Algonquin Hotel,2/2/1964,Algonquin Hotel,2,225
9806,27282,The Waldorf-Astoria,room service luncheon,HOTEL,The Waldorf-Astoria,9/29/1959,The Waldorf Astoria,1,141
9807,27283,Park Lane,brunch,"HOTEL,RESTAURANT",Park Lane,4/26/1959,Park Lane,3,66
9809,27285,Park Lane,brunch,"HOTEL,RESTAURANT",Park Lane,3/13/1960,Park Lane,3,49
9810,27287,Park Lane,dinner,RESTAURANT,Park Lane,4/22/1962,Park Lane,4,43
9812,27289,The Waldorf-Astoria,lunch,"HOTEL,RESTAURANT",The Waldorf-Astoria,10/6/1959,The Waldorf Astoria,1,139
9813,27290,The Waldorf-Astoria,lunch,"HOTEL,RESTAURANT",The Waldorf-Astoria,10/15/1959,The Waldorf Astoria,1,140
9814,27291,The Waldorf-Astoria,dinner,"HOTEL,RESTAURANT",The Waldorf-Astoria,10/15/1959,The Waldorf Astoria,3,182
9815,27292,Park Lane; Park Lounge,dinner,RESTAURANT,Park Lane; Park Lounge,12/25/1963,Park Lane; Park Lounge,1,38
9816,27293,The Plaza; Hilton Hotels,supper; room service,"HOTEL,RESTAURANT",The Plaza; Hilton Hotels,9/25/1959,The Plaza; Hilton Hotels,4,132
9817,27294,The Pen and Sword,lunch,RESTAURANT,Statler Hilton; The Pen and Sword,3/20/1963,The Pen And Sword,5,70
9818,27295,Park Lane,brunch; dinner,"HOTEL,RESTAURANT",Park Lane,5/12/1963,Park Lane,3,164
9819,27296,The Rendez-Vous,dinner,"HOTEL,RESTAURANT",The Rendez-Vous; The Plaza,11/16/1959,The Rendez Vous,4,29
9821,27299,Park Lane,brunch,RESTAURANT,Park Lane,3/15/1959,Park Lane,4,60
9822,27300,Park Lane,brunch,RESTAURANT,Park Lane,5/13/1962,Park Lane,3,44
9824,27302,Waldorf-Astoria,lunch,"HOTEL,RESTAURANT",Waldorf-Astoria,11/24/1959,Waldorf Astoria,1,143
9825,27303,Carte,dinner,"HOTEL,RESTAURANT",Carte,12/4/1985,Carte,2,8
9826,27304,L'Aiglon,dinner,RESTAURANT,L'Aiglon; 13 East 55th Street,12/25/1946,L'aiglon,1,130
9827,27305,L'Aiglon,dinner,HOTEL,L'Aiglon; 13 East 55th Street,11/27/1947,L'aiglon,1,130
9828,27306,L'Aiglon,dinner,RESTAURANT,L'Aiglon; 13 East 55th Street,1/1/1948,L'aiglon,1,140
9829,27307,L'Aiglon,dinner,RESTAURANT,L'Aiglon; 13 East 55th Street,11/25/1948,L'aiglon,1,138
9831,27309,Park Lane,brunch,RESTAURANT,Park Lane,11/2/1958,Park Lane,4,62
9833,27311,Gramercy Inn; H.R. Weissberg Hotel Corp.,lunch,"HOTEL,RESTAURANT",Gramercy Inn,3/19/1963,Gramercy Inn; H.R. Weissberg Hotel Corp.,4,127
9834,27312,Hampshire House,a la carte; dinner,"HOTEL,RESTAURANT",Hampshire House,10/7/1959,Hampshire House,4,143
9835,27313,The Waldorf-Astoria,dinner,HOTEL,The Waldorf-Astoria,10/21/1959,The Waldorf Astoria,3,138
9836,27314,The Waldorf-Astoria,lunch,HOTEL,The Waldorf-Astoria,10/21/1959,The Waldorf Astoria,1,140
9838,27316,Park Lane,brunch,RESTAURANT,Park Lane,3/18/1962,Park Lane,3,39
9839,27317,Park Lane,dinner,RESTAURANT,Park Lane,12/25/1961,Park Lane,1,40
9840,27318,Park Lane,brunch,RESTAURANT,Park Lane,12/17/1961,Park Lane,2,26
9844,27323,Men's Bar of the Waldorf-Astoria,lunch,"HOTEL,RESTAURANT",Men's Bar of the Waldorf-Astoria,3/8/1960,Men's Bar Of The Waldorf Astoria,1,137
9845,27324,The Waldorf-Astoria,dinner,"HOTEL,RESTAURANT",The Waldorf-Astoria,11/23/1961,The Waldorf Astoria,5,157
9846,27325,Ports O' Call,lunch,RESTAURANT,Ports O' Call,12/18/1961,Ports O' Call,2,204
9849,27328,Park Lane,dinner,RESTAURANT,Park Lane,4/17/1960,Park Lane,4,22
9850,27329,Park Lane,brunch,HOTEL,Park Lane,12/18/1960,Park Lane,3,43
9851,27330,Park Lane,dinner,RESTAURANT,Park Lane; 299 Park Avenue,12/25/1960,Park Lane,3,48
9852,27331,The Waldorf-Astoria,dinner,"HOTEL,RESTAURANT",The Waldorf-Astoria,3/9/1960,The Waldorf Astoria,3,189
